ProdId,TimeId,RegionId,MerchantId,Price_USD,Price_Original
746,20171031,4,43,348.6421709726,299.1733333333
746,20171101,4,32,239.6235956036,206.1350000000
746,20171101,4,43,352.8079209992,303.5012500000
746,20171102,4,32,240.3640413015,206.1350000000
746,20171102,4,43,353.3687494997,303.0472727272
746,20171102,11,52,305.5600000000,305.5600000000
746,20171103,3,51,294.4172771159,375.9900000000
746,20171103,4,32,239.1912276630,206.1350000000
746,20171103,4,43,351.2699517805,302.7244444444
746,20171104,4,32,239.2675778416,206.1350000000
746,20171104,4,43,348.8058965207,300.5050000000
746,20171105,4,32,239.5191838442,206.1350000000
746,20171105,4,43,352.2673576414,303.1683333333
746,20171105,10,68,229.6801532858,175.6100000000
746,20171106,4,32,239.1093788967,206.1350000000
746,20171106,4,43,352.0508180652,303.5012500000
746,20171107,4,32,238.5780339461,206.1350000000
746,20171107,4,43,350.8831829694,303.1683333333
746,20171108,4,32,238.9181545808,206.1350000000
746,20171108,4,43,348.8109887039,300.9488888888
746,20171108,11,52,305.5600000000,305.5600000000
746,20171109,4,32,240.1064629039,206.1350000000
746,20171109,4,43,353.5188668806,303.5012500000
746,20171110,4,32,240.2463826390,206.1350000000
746,20171110,4,43,353.0264622413,302.9020000000
746,20171110,11,52,305.5600000000,305.5600000000
746,20171111,4,32,240.4523609556,206.1350000000
746,20171111,4,43,351.2929597930,301.1564285714
746,20171111,11,52,271.1800000000,271.1800000000
746,20171112,4,32,240.4523609556,206.1350000000
746,20171112,4,43,351.3474302444,301.2031250000
746,20171113,4,32,240.3192053675,206.1350000000
746,20171113,4,43,349.8618070261,300.0957142857
746,20171113,10,68,229.8528197533,175.3800000000
746,20171114,4,32,242.5303111414,206.1350000000
746,20171114,4,43,348.5011598926,296.2033333333
746,20171115,4,32,243.1023604403,206.1350000000
746,20171115,4,43,354.6627984456,300.7310000000
746,20171116,4,32,242.7045006328,206.1350000000
746,20171116,4,43,351.6022081706,298.6245454545
746,20171117,4,32,243.0436012922,206.1350000000
746,20171117,4,43,354.4226189072,300.6000000000
746,20171118,4,32,243.0636621977,206.1350000000
746,20171118,4,43,357.7046369150,303.3585714285
746,20171119,4,32,243.1468069546,206.1350000000
746,20171119,4,43,358.1261910191,303.6122222222
746,20171120,4,32,242.0277092873,206.1350000000
746,20171120,4,43,355.9567140229,303.1683333333
746,20171120,10,68,232.5929457888,175.6100000000
746,20171121,4,32,242.0774492822,206.1350000000
746,20171121,4,43,355.2479375239,302.5025000000
746,20171122,4,32,242.9218739872,206.1350000000
746,20171122,4,43,356.1508462606,302.2171428571
746,20171122,10,68,233.0553802199,175.3800000000
746,20171122,11,52,264.2600000000,264.2600000000
746,20171123,4,32,244.2184204914,206.1350000000
746,20171123,4,43,359.7045497028,303.6122222222
746,20171124,4,32,197.3658297875,165.3600000000
746,20171124,4,43,361.0525938878,302.5025000000
746,20171125,4,32,197.2998932127,165.3600000000
746,20171125,4,43,359.2295977112,301.0757142857
746,20171126,4,32,197.2998932127,165.3600000000
746,20171126,4,43,360.9319723427,302.5025000000
746,20171126,10,68,234.2294277311,175.6100000000
746,20171127,4,32,196.9896418424,165.3600000000
746,20171127,4,43,359.1746234074,301.5037500000
746,20171128,4,32,196.4595461565,165.3600000000
746,20171128,4,43,360.1857352184,303.1683333333
746,20171128,10,68,232.0163514774,175.3800000000
746,20171129,4,32,196.1717095624,165.3600000000
746,20171129,4,43,357.7909867956,301.5945454545
746,20171130,4,32,196.8770649411,165.3600000000
746,20171130,4,43,360.9512073642,303.1683333333
746,20171130,11,52,305.5600000000,305.5600000000
746,20171201,4,32,195.7631916098,164.2600000000
746,20171201,4,43,359.3287250841,301.5037500000
746,20171202,4,32,195.4243156103,164.2600000000
746,20171202,4,43,356.8394771326,299.9342857142
746,20171202,10,68,236.5898511967,175.6100000000
746,20171203,4,32,196.6382657399,165.3600000000
746,20171203,4,43,360.5133967944,303.1683333333
746,20171203,10,68,236.2895348446,175.3800000000
746,20171204,4,32,195.9694479174,165.3600000000
746,20171204,4,43,358.4981127156,302.5025000000
746,20171205,4,32,195.3905506880,165.3600000000
746,20171205,4,43,355.6033449984,300.9488888888
746,20171205,11,52,263.7600000000,263.7600000000
746,20171206,4,32,194.8977246610,165.3600000000
746,20171206,4,43,355.7527791037,301.8366666666
746,20171207,4,32,194.9436778289,165.3600000000
746,20171207,4,43,356.6216128594,302.5025000000
746,20171208,4,32,194.5423208371,165.3600000000
746,20171208,4,43,356.1485002199,302.7244444444
746,20171208,10,68,234.7821436689,175.6100000000
746,20171209,4,32,194.5549097583,165.3600000000
746,20171209,4,43,354.2317272815,301.0757142857
746,20171209,10,68,234.7649739976,175.3800000000
746,20171209,11,52,263.0000000000,263.0000000000
746,20171211,4,32,195.1081377650,165.3600000000
746,20171211,4,43,357.5652457462,303.0472727272
746,20171212,4,32,193.7922265128,165.3600000000
746,20171212,4,43,353.3447206970,301.5037500000
746,20171213,4,32,194.4805443009,165.3600000000
746,20171213,4,43,357.0795248801,303.6122222222
746,20171214,4,32,194.7622889516,165.3600000000
746,20171214,4,43,355.1134523312,301.5037500000
746,20171215,4,32,194.7164212497,165.3600000000
746,20171215,4,43,354.7946092659,301.3040000000
746,20171215,11,52,263.0000000000,263.0000000000
746,20171216,4,32,194.2863185351,165.3600000000
746,20171216,4,43,356.5925286242,303.5012500000
746,20171216,11,52,262.9500000000,262.9500000000
746,20171217,4,32,194.3719585302,165.3600000000
746,20171217,4,43,356.3583860325,303.1683333333
746,20171217,10,68,233.9485901936,175.6100000000
746,20171218,4,32,195.1991123020,165.3600000000
746,20171218,4,43,359.4468414125,304.5000000000
746,20171219,4,32,195.3697741598,165.3600000000
746,20171219,4,43,357.6633184795,302.7244444444
746,20171220,4,32,196.4840570583,165.3600000000
746,20171220,4,43,359.1004495714,302.2171428571
746,20171220,10,68,235.0355474849,175.3800000000
746,20171221,4,32,196.2625141684,165.3600000000
746,20171221,4,43,357.6117596092,301.3040000000
746,20171221,10,68,234.7711579468,175.6100000000
746,20171222,4,32,195.8023741156,165.3600000000
746,20171222,4,43,358.3237125405,302.6133333333
746,20171223,4,32,196.1088940412,165.3600000000
746,20171223,4,43,358.5545626508,302.3350000000
746,20171224,4,32,196.1088940412,165.3600000000
746,20171224,4,43,354.4096631305,298.8400000000
746,20171224,10,68,234.2898364861,175.3800000000
746,20171225,4,32,196.3895486935,165.3600000000
746,20171225,4,43,354.9168646081,298.8400000000
746,20171226,4,32,196.2264150943,165.3600000000
746,20171226,4,43,356.0045093153,300.0050000000
746,20171227,4,32,196.7107806691,165.3600000000
746,20171227,4,43,358.9620817843,301.7525000000
746,20171228,4,32,197.6489149987,165.3600000000
746,20171228,4,43,360.2562646793,301.4030000000
746,20171228,10,68,236.1730312750,175.6100000000
746,20171229,4,32,198.7452224706,165.3600000000
746,20171229,4,43,362.9079429180,301.9466666666
746,20171230,4,32,198.5090215003,165.3600000000
746,20171230,4,43,355.9501086422,296.5100000000
746,20171231,4,32,198.4077942491,165.3600000000
746,20171231,4,43,358.5642551609,298.8400000000
746,20180101,4,32,196.6154972076,163.8800000000
746,20180101,4,43,359.9318540380,300.0050000000
746,20180102,4,32,197.5874271315,163.8800000000
746,20180102,4,43,365.9249703100,303.5000000000
746,20180102,10,68,238.3673913191,175.3800000000
746,20180103,4,32,197.0860417431,163.8800000000
746,20180103,4,43,363.1283460510,301.9466666666
746,20180104,4,32,197.6899182726,163.8800000000
746,20180104,4,43,364.0067553304,301.7525000000
746,20180105,4,32,183.9515609671,152.8150000000
746,20180105,4,43,361.1320096059,300.0050000000
746,20180106,4,32,183.8398055916,152.8150000000
746,20180106,4,43,359.5110918627,298.8400000000
746,20180106,11,52,262.5000000000,262.5000000000
746,20180107,4,32,183.8442289646,152.8150000000
746,20180107,4,43,363.0236279204,301.7525000000
746,20180107,10,68,238.3204521859,175.6100000000
746,20180108,4,32,183.0130719345,152.8150000000
746,20180108,4,43,363.4752303906,303.5000000000
746,20180108,10,68,237.9469646092,175.3800000000
746,20180108,11,52,261.0000000000,261.0000000000
746,20180109,4,32,182.1926545892,152.8150000000
746,20180109,4,43,356.6372182580,299.1312500000
746,20180110,4,32,182.7668277280,152.8150000000
746,20180110,4,43,359.8511577285,300.8787500000
746,20180111,4,32,183.9294204023,152.8150000000
746,20180111,4,43,363.8929510672,302.3350000000
746,20180111,11,47,300.9800000000,300.9800000000
746,20180112,4,32,185.4494705864,152.8150000000
746,20180112,4,43,365.8904246143,301.5028571428
746,20180113,4,32,186.3802124623,152.8150000000
746,20180113,4,43,368.2680619417,301.9466666666
746,20180114,4,32,186.3802124623,152.8150000000
746,20180114,4,43,370.1625788196,303.5000000000
746,20180115,4,32,187.4506273091,152.8150000000
746,20180115,4,43,365.4290578831,297.9080000000
746,20180116,4,32,186.8850855147,152.8150000000
746,20180116,4,43,370.0967353353,302.6262500000
746,20180116,10,68,120.9010609221,87.8050000000
746,20180117,4,32,186.9445276994,152.8150000000
746,20180117,4,43,370.4282297675,302.8010000000
746,20180117,10,68,242.5055309735,175.3800000000
746,20180118,4,32,187.0268947159,152.8150000000
746,20180118,4,43,365.0307499311,298.2575000000
746,20180119,4,32,186.9445276994,152.8150000000
746,20180119,4,43,370.4282297675,302.8010000000
746,20180119,11,52,261.0000000000,261.0000000000
746,20180120,4,32,186.8039850864,152.8150000000
746,20180120,4,43,364.5956848603,298.2575000000
746,20180120,10,68,537.6528879803,387.9300000000
746,20180121,4,32,186.8039850864,152.8150000000
746,20180121,4,43,368.1559806857,301.1700000000
746,20180121,10,68,537.8885000520,388.1000000000
746,20180122,4,32,186.9582504970,152.8150000000
746,20180122,4,43,370.1703624407,302.5680000000
746,20180122,10,68,244.5291858090,175.3800000000
746,20180123,4,32,187.6930635305,152.8150000000
746,20180123,4,43,370.6236374243,301.7525000000
746,20180124,4,32,189.2902930119,152.8150000000
746,20180124,4,43,374.8598732821,302.6262500000
746,20180124,10,68,551.2901553300,388.1000000000
746,20180125,4,32,190.8481794396,152.8150000000
746,20180125,4,43,376.8538119055,301.7525000000
746,20180125,11,52,260.0000000000,260.0000000000
746,20180126,4,32,189.9089694597,152.8150000000
746,20180126,4,43,374.4980653918,301.3492307692
746,20180127,4,32,189.9030694669,152.8150000000
746,20180127,4,43,376.0733813844,302.6262500000
746,20180127,10,68,248.5209616052,175.3800000000
746,20180127,11,52,258.8900000000,258.8900000000
746,20180128,4,32,189.9030694669,152.8150000000
746,20180128,4,43,374.6773420440,301.5028571428
746,20180129,4,32,188.7711929835,152.8150000000
746,20180129,4,43,372.4447464048,301.5033333333
746,20180130,4,32,189.3418908789,152.8150000000
746,20180130,4,43,377.6987553974,304.8350000000
746,20180131,4,32,189.9349337840,152.8150000000
746,20180131,4,43,376.2949544163,302.7537500000
746,20180131,11,52,238.9200000000,238.9200000000
746,20180201,4,32,190.7055161896,152.8150000000
746,20180201,4,43,380.1809099981,304.6442857142
746,20180201,10,68,250.1513500424,175.6100000000
746,20180202,4,32,190.2920721494,152.8150000000
746,20180202,4,43,376.5926560255,302.4246153846
746,20180202,10,68,247.8886776585,175.3800000000
746,20180202,11,47,300.9800000000,300.9800000000
746,20180203,4,32,190.4462210480,152.8150000000
746,20180203,4,43,376.7860369763,302.3350000000
746,20180204,4,32,185.7603080738,149.0550000000
746,20180204,4,43,370.9784958967,297.6750000000
746,20180205,4,32,184.9214373887,149.0550000000
746,20180205,4,43,374.4662725612,301.8366666666
746,20180205,10,68,246.0402524711,175.6100000000
746,20180206,4,32,184.4500405269,149.0550000000
746,20180206,4,43,372.4825363040,301.0050000000
746,20180207,4,32,183.0321784458,149.0550000000
746,20180207,4,43,369.6192739128,301.0050000000
746,20180207,10,68,243.3923379570,175.3800000000
746,20180208,4,32,182.5267566309,149.0550000000
746,20180208,4,43,368.5986137983,301.0050000000
746,20180208,10,68,243.7848719360,174.9900000000
746,20180209,4,32,182.2823355325,149.0550000000
746,20180209,4,43,368.1050243667,301.0050000000
746,20180210,4,32,182.5245215091,149.0550000000
746,20180210,4,43,368.5941001433,301.0050000000
746,20180211,4,32,182.5245215091,149.0550000000
746,20180211,4,43,368.5941001433,301.0050000000
746,20180211,10,68,242.5508080186,175.3800000000
746,20180212,4,32,182.8447006869,149.0550000000
746,20180212,4,43,374.7546614328,305.5000000000
746,20180213,4,32,184.2990626472,149.0550000000
746,20180214,4,32,184.7564036615,149.0550000000
746,20180215,4,32,186.1616760858,149.0550000000
746,20180216,4,32,185.4552241127,149.0550000000
746,20180216,10,68,246.7905702140,175.6100000000
746,20180217,4,32,184.9397926709,149.0550000000
746,20180218,4,32,184.9397926709,149.0550000000
746,20180218,10,68,245.4759700362,174.9900000000
746,20180219,4,32,184.9007920509,149.0550000000
746,20180220,4,32,183.9810408990,149.0550000000
746,20180221,4,32,183.5415371165,149.0550000000
746,20180221,11,52,257.5000000000,257.5000000000
746,20180222,4,32,183.7836838114,149.0550000000
746,20180223,4,32,183.2493238259,149.0550000000
746,20180224,4,32,183.2560827176,149.0550000000
746,20180225,4,32,183.2560827176,149.0550000000
746,20180226,4,32,183.3970064411,149.0550000000
746,20180227,4,32,182.4608435394,149.0550000000
746,20180227,4,43,362.9630989760,296.5100000000
746,20180228,4,32,181.9930037911,149.0550000000
746,20180228,4,43,367.5207413783,301.0050000000
746,20180301,4,32,182.0908285740,149.0550000000
746,20180301,4,43,367.7182909324,301.0050000000
746,20180302,4,32,183.5731835731,149.0550000000
746,20180302,4,43,370.7117917644,301.0050000000
746,20180303,4,32,183.6127569938,149.0550000000
746,20180303,4,43,370.7917072149,301.0050000000
746,20180303,11,47,300.9800000000,300.9800000000
746,20180303,11,52,238.8800000000,238.8800000000
746,20180304,4,32,183.6127569938,149.0550000000
746,20180304,4,43,370.7917072149,301.0050000000
746,20180304,11,49,300.9800000000,300.9800000000
746,20180305,4,32,183.8925180894,149.0550000000
746,20180305,4,43,371.3566630271,301.0050000000
746,20180306,4,32,184.9994725116,149.0550000000
746,20180306,4,43,373.5920715398,301.0050000000
746,20180307,4,32,184.7884704788,149.0550000000
746,20180307,4,43,373.1659693166,301.0050000000
746,20180308,4,32,183.4805354669,149.0550000000
746,20180308,4,43,370.5246961071,301.0050000000
746,20180309,4,32,183.6878803339,149.0550000000
746,20180309,4,43,370.9434129677,301.0050000000
746,20180310,4,32,183.4500498455,149.0550000000
746,20180310,4,43,370.4631327614,301.0050000000
746,20180311,4,32,183.4500498455,149.0550000000
746,20180311,4,43,370.4631327614,301.0050000000
746,20180312,4,32,183.6071026034,149.0550000000
746,20180312,4,43,370.7802886125,301.0050000000
746,20180313,4,32,184.8755651198,149.0550000000
746,20180313,4,43,373.3418501820,301.0050000000
746,20180314,4,32,184.3793101315,149.0550000000
746,20180314,4,43,372.3397017621,301.0050000000
746,20180315,4,32,183.5664012709,149.0550000000
746,20180315,4,43,370.6980954316,301.0050000000
746,20180316,4,32,183.1592528877,149.0550000000
746,20180316,4,43,369.8758908823,301.0050000000
746,20180317,4,32,183.2853770105,149.0550000000
746,20180317,4,43,370.1305887560,301.0050000000
746,20180318,4,32,183.2853770105,149.0550000000
746,20180318,4,43,375.6578623776,305.5000000000
746,20180319,4,32,183.7768859462,149.0550000000
746,20180319,4,43,371.1231528915,301.0050000000
746,20180320,4,32,182.6441774548,149.0550000000
746,20180320,4,43,366.9997569727,299.5066666666
746,20180321,4,32,182.7135826229,149.0550000000
746,20180321,4,43,374.4859246002,305.5000000000
746,20180321,10,68,246.6614628383,175.3800000000
746,20180322,4,32,183.5053830954,149.0550000000
746,20180322,4,43,368.7302378739,299.5066666666
746,20180322,10,68,247.7917313391,175.6100000000
746,20180323,4,32,184.2790116893,149.0550000000
746,20180323,4,43,377.6943951635,305.5000000000
746,20180323,10,68,248.1833426495,175.3800000000
746,20180324,4,32,184.1947542402,149.0550000000
746,20180324,4,43,371.9670054682,301.0050000000
746,20180324,10,68,247.3758985559,174.9900000000
746,20180324,11,52,237.0000000000,237.0000000000
746,20180325,4,32,184.1947542402,149.0550000000
746,20180325,4,43,370.1154396696,299.5066666666
746,20180326,4,32,185.5475679208,149.0550000000
746,20180326,4,43,374.6989076650,301.0050000000
746,20180327,4,32,185.0545957925,149.0550000000
746,20180327,4,43,373.7033887258,301.0050000000
746,20180328,4,32,183.9106696690,149.0550000000
746,20180328,4,43,371.3933187328,301.0050000000
746,20180329,4,32,183.1592528877,149.0550000000
746,20180329,4,43,369.8758908823,301.0050000000
746,20180330,4,32,183.7463017751,149.0550000000
746,20180330,4,43,371.0613905325,301.0050000000
746,20180401,4,32,183.7916152897,149.0550000000
746,20180401,4,43,371.1528976572,301.0050000000
746,20180402,4,32,183.1941448666,149.0550000000
746,20180402,4,43,369.9463525247,301.0050000000
746,20180403,4,32,182.7875235298,149.0550000000
746,20180403,4,43,369.1252123048,301.0050000000
746,20180404,4,32,183.2556321093,149.0550000000
746,20180404,4,43,370.0705212375,301.0050000000
746,20180405,4,32,182.3581587398,149.0550000000
746,20180405,4,43,368.2581434470,301.0050000000
746,20180406,4,32,183.0018416206,149.0550000000
746,20180406,4,43,369.5580110497,301.0050000000
746,20180407,4,32,183.3146806705,149.0550000000
746,20180407,4,43,370.1897652224,301.0050000000
746,20180408,4,32,183.3146806705,149.0550000000
746,20180408,4,43,370.1897652224,301.0050000000
746,20180408,10,68,123.2549621761,87.4950000000
746,20180409,4,43,370.9722145194,301.0050000000
746,20180410,3,51,298.2035928144,375.9900000000
746,20180410,4,43,377.2047338885,305.5000000000
746,20180410,11,47,300.9800000000,300.9800000000
746,20180410,11,49,300.9800000000,300.9800000000
746,20180410,11,52,237.0000000000,237.0000000000
747,20130322,4,32,247.0500903692,191.3650000000
747,20130323,4,32,248.4882559856,191.3700000000
747,20130326,4,32,251.1906966218,195.3500000000
747,20130327,4,32,251.1215950431,195.3500000000
747,20130328,4,32,249.5567126731,195.3500000000
747,20130329,4,32,248.1443972976,193.5700000000
747,20130330,4,32,248.0394669400,193.5700000000
747,20130331,4,32,250.4616094784,195.3300000000
747,20130401,4,32,250.4872544494,195.3500000000
747,20130402,4,32,249.1613649508,193.8600000000
747,20130403,4,32,248.7936344969,193.8600000000
747,20130404,4,32,248.9709687984,193.8600000000
747,20130405,4,32,248.3515775917,192.8450000000
747,20130406,4,32,251.0185486495,192.8450000000
747,20130407,4,32,249.1956013283,192.8450000000
747,20130408,4,32,250.5261380170,192.8450000000
747,20130409,4,32,253.5944310715,194.9000000000
747,20130410,4,32,255.1381070821,194.9000000000
747,20130411,4,32,254.5792258649,194.9000000000
747,20130412,4,32,258.3277797310,196.9150000000
747,20130413,4,32,257.8771608171,196.9150000000
747,20130414,4,32,258.1950017046,196.9150000000
747,20130415,4,32,258.2339402920,196.9150000000
747,20130416,4,32,257.4466221366,196.9150000000
747,20130417,4,32,257.2589743420,194.9650000000
747,20130418,4,32,254.0904640791,194.9100000000
747,20130419,4,32,253.4496275970,193.9650000000
747,20130420,4,32,246.5385369680,188.5650000000
747,20130421,4,32,250.6248164703,192.0350000000
747,20130422,4,32,252.0279574243,193.0950000000
747,20130423,4,32,252.8156606851,193.7200000000
747,20130424,4,32,253.8971592017,195.2850000000
747,20130425,4,32,252.1917266224,193.7700000000
747,20130426,4,32,250.3807255261,192.3600000000
747,20130427,4,32,250.5666275889,192.3600000000
747,20130428,4,32,250.6547828466,192.3600000000
747,20130429,4,32,250.7003896120,192.3950000000
747,20130430,4,32,252.2556144831,192.6350000000
747,20130501,4,32,253.3670919374,192.6350000000
747,20130502,4,32,257.5235606240,195.1050000000
747,20130503,4,32,255.1716477399,195.2650000000
747,20130504,4,32,255.0226066443,194.5950000000
747,20130505,4,32,255.2701656806,194.5950000000
747,20130506,4,32,255.5456441605,194.8050000000
747,20130507,4,32,252.7819548872,193.3150000000
747,20130508,4,32,252.9910301812,193.3150000000
747,20130509,4,32,254.4957872564,193.3150000000
747,20130510,4,32,255.7330888612,195.2650000000
747,20130511,4,32,253.4345695837,195.2650000000
747,20130512,4,32,253.7078783075,195.2650000000
747,20130513,4,32,253.7338643140,195.2850000000
747,20130514,4,32,253.3812714411,195.2850000000
747,20130515,4,32,252.7542655356,195.2600000000
747,20130516,4,32,249.7952708862,194.0000000000
747,20130517,4,32,250.8779177856,194.3200000000
747,20130518,4,32,249.4512124674,194.3200000000
747,20130519,4,32,247.2909819227,192.6100000000
747,20130520,4,32,247.2909819227,192.6100000000
747,20130521,4,32,248.0271518497,192.6350000000
747,20130522,4,32,248.6370043007,192.6350000000
747,20130523,4,32,247.8576942872,192.6350000000
747,20130524,4,32,250.0097038388,193.2300000000
747,20130525,4,32,249.7014902228,193.2300000000
747,20130526,4,32,249.8836126629,193.2300000000
747,20130527,4,32,249.2693461618,192.7550000000
747,20130528,4,32,250.0481582849,193.4100000000
747,20130529,4,32,248.4406535041,193.1400000000
747,20130530,4,32,249.7139421678,193.1400000000
747,20130531,4,32,249.8188535880,191.3500000000
747,20130601,4,32,248.0938302342,191.3250000000
747,20130602,4,32,248.7816289134,191.4300000000
747,20130603,4,32,238.7851135462,183.6950000000
747,20130604,4,32,251.4509937505,191.9250000000
747,20130605,4,32,249.1216383893,190.7350000000
747,20130606,4,32,252.9073116072,193.2050000000
747,20130607,4,32,254.1882539552,191.9800000000
747,20130608,4,32,253.8912667382,191.9550000000
747,20130609,4,32,253.8214370719,191.9550000000
747,20130610,4,32,253.4578055166,191.6800000000
747,20130611,4,32,248.3172458769,187.3350000000
747,20130612,4,32,248.7432381832,187.3350000000
747,20130613,4,32,249.6255649838,187.3350000000
747,20130614,4,32,249.9753114099,187.3150000000
747,20130615,4,32,249.7899915996,187.3350000000
747,20130616,4,32,254.3260792675,190.5500000000
747,20130617,4,32,254.2993853731,190.5300000000
747,20130618,4,32,253.1684401751,189.8100000000
747,20130619,4,32,254.5035230389,189.8100000000
747,20130620,4,32,254.3797107354,189.8100000000
747,20130621,4,32,251.0282623358,189.8100000000
747,20130622,4,32,249.5102743778,189.7850000000
747,20130623,4,32,249.0879504475,189.8100000000
747,20130624,4,32,248.9304742657,189.6900000000
747,20130625,4,32,245.4131810691,187.0500000000
747,20130626,4,32,244.8420209382,187.0500000000
747,20130627,4,32,242.9981168784,186.8500000000
747,20130628,4,32,238.2436231075,182.7300000000
747,20130629,4,32,248.1658775170,190.7800000000
747,20130630,4,32,248.2046211490,190.7800000000
747,20130701,4,32,248.2046211490,190.7800000000
747,20130702,4,32,249.7419953232,191.1750000000
747,20130703,4,32,248.8919505569,191.4900000000
747,20130704,4,32,250.8434719046,192.8600000000
747,20130705,4,32,247.8254242586,191.8600000000
747,20130706,4,32,246.2300594206,191.8600000000
747,20130707,4,32,246.2142600482,191.8600000000
747,20130708,4,32,246.1372619475,191.8000000000
747,20130709,4,32,246.5583426032,191.7250000000
747,20130710,4,32,244.9332412317,191.8300000000
747,20130711,4,32,247.1881226299,192.3000000000
747,20130712,4,32,241.8968722481,185.4200000000
747,20130713,4,32,251.2592360308,192.3000000000
747,20130714,4,32,251.2772935750,192.3000000000
747,20130715,4,32,252.5905212403,193.3050000000
747,20130716,4,32,252.6006757445,193.3350000000
747,20130717,4,32,252.7814835017,192.3250000000
747,20130718,4,32,252.8159295525,192.3550000000
747,20130719,4,32,252.2053463259,192.3550000000
747,20130720,4,32,252.7544725275,192.3550000000
747,20130721,4,32,252.8508238634,192.3550000000
747,20130722,4,32,252.8508238634,192.3550000000
747,20130723,4,32,253.8039921466,192.3550000000
747,20130724,4,32,235.4414816969,178.0950000000
747,20130725,4,32,249.8796912184,189.5250000000
747,20130726,4,32,251.1471171066,189.6000000000
747,20130727,4,32,251.8563781034,189.6000000000
747,20130728,4,32,251.7694238251,189.6000000000
747,20130729,4,32,251.7694238251,189.6000000000
747,20130730,4,32,255.7049782272,192.9000000000
747,20130731,4,32,253.9850799666,191.6800000000
747,20130801,4,32,255.8720540063,192.5450000000
747,20130802,4,32,254.7237771712,192.7100000000
747,20130803,4,32,255.5961474593,192.4000000000
747,20130804,4,32,254.4295391154,191.5600000000
747,20130805,4,32,253.6326205339,190.9600000000
747,20130806,4,32,252.6553072996,190.5400000000
747,20130807,4,32,255.0443584321,191.7500000000
747,20130808,4,32,253.0328457124,189.6800000000
747,20130809,4,32,254.2801686634,189.9600000000
747,20130810,4,32,253.1238404886,189.6500000000
747,20130811,4,32,253.4455844485,189.9600000000
747,20130812,4,32,254.0126215794,190.3850000000
747,20130813,4,32,253.2949367628,190.3400000000
747,20130814,4,32,253.1177326930,190.9100000000
747,20130815,4,32,252.9693492935,190.9400000000
747,20130816,4,32,252.8720304572,189.6300000000
747,20130817,4,32,252.6342431629,189.6500000000
747,20130818,4,32,252.7419806229,189.6500000000
747,20130819,4,32,252.8109732932,189.6550000000
747,20130820,4,32,256.2369472820,192.0150000000
747,20130821,4,32,254.8512428626,189.9600000000
747,20130822,4,32,254.0332933927,189.9600000000
747,20130823,4,32,253.8872984178,189.9600000000
747,20130824,4,32,254.2719998287,189.9600000000
747,20130825,4,32,254.2370613228,189.9850000000
747,20130826,4,32,254.2370613228,189.9850000000
747,20130827,4,32,253.9719673019,189.9850000000
747,20130828,4,32,254.4280675064,189.9850000000
747,20130829,4,32,253.2322128329,189.9900000000
747,20130830,4,32,251.6440506229,189.9900000000
747,20130831,4,32,252.8585300121,191.4000000000
747,20130901,4,32,251.7220408001,190.3950000000
747,20130902,4,32,247.4545791130,187.1400000000
747,20130903,4,32,246.7917208253,187.0200000000
747,20130904,4,32,252.5472735775,191.7200000000
747,20130905,4,32,253.1759237250,191.7200000000
