ProdId,TimeId,RegionId,MerchantId,Price_USD,Price_Original
555,20170127,4,32,38.0473720793,35.5800000000
555,20170128,4,32,38.0194376247,35.5400000000
555,20170129,4,32,38.0689478077,35.5800000000
555,20170129,10,68,38.8875987724,30.9800000000
555,20170130,4,32,37.5303310494,35.1100000000
555,20170131,4,32,38.2212342588,35.4200000000
555,20170201,4,32,38.0995406972,35.4200000000
555,20170202,4,32,38.2085812715,35.3800000000
555,20170203,4,32,38.1281186784,35.3400000000
555,20170204,4,32,38.1192764457,35.3400000000
555,20170205,4,32,38.1194820324,35.3400000000
555,20170206,4,32,37.9817498658,35.3800000000
555,20170207,4,32,36.7004842796,34.3300000000
555,20170208,4,32,36.7135486909,34.3000000000
555,20170208,10,68,39.2980256973,31.3500000000
555,20170209,4,32,37.0769034018,34.7900000000
555,20170210,4,32,36.9246817388,34.6900000000
555,20170210,10,68,38.0952380952,30.4800000000
555,20170211,4,32,36.9148585232,34.6900000000
555,20170212,4,32,36.9154477687,34.6900000000
555,20170213,4,32,36.6355877060,34.5700000000
555,20170214,4,32,36.2917296731,34.3200000000
555,20170215,4,32,37.1524906165,35.0400000000
555,20170216,4,32,37.3598605402,35.0400000000
555,20170217,4,32,36.9943547231,34.8300000000
555,20170218,4,32,36.9774663588,34.8300000000
555,20170219,4,32,36.9704013884,34.8300000000
555,20170220,4,32,37.0783414054,34.9100000000
555,20170221,4,32,36.2619976796,34.3800000000
555,20170222,4,32,36.9683234069,35.0700000000
555,20170223,4,32,37.0852516272,35.0400000000
555,20170224,4,32,36.9649393792,34.9400000000
555,20170225,4,32,36.9053969126,34.9400000000
555,20170226,4,32,36.9053969126,34.9400000000
555,20170227,4,32,37.1182149242,34.9200000000
555,20170228,4,32,36.7347588983,34.5900000000
555,20170301,4,32,36.7820707217,34.8100000000
555,20170302,4,32,36.4295852389,34.6500000000
555,20170303,4,32,36.5574376022,34.6400000000
555,20170304,4,32,36.7771645890,34.6200000000
555,20170305,4,32,36.5129447260,34.3700000000
555,20170306,4,32,36.3303490169,34.3300000000
555,20170307,4,32,36.3645982119,34.3700000000
555,20170308,4,32,36.2560391569,34.3700000000
555,20170309,4,32,36.4608138858,34.4500000000
555,20170309,10,68,38.1275539988,31.3500000000
555,20170310,4,32,36.7709845444,34.4500000000
555,20170311,4,32,36.5509327213,34.2400000000
555,20170312,4,32,36.7666677339,34.4500000000
555,20170313,4,32,36.7146666667,34.4200000000
555,20170314,4,32,36.6918797008,34.4900000000
555,20170315,4,32,36.7978723404,34.5900000000
555,20170316,4,32,36.9014386944,34.3700000000
555,20170317,4,32,36.9077038788,34.3500000000
555,20170318,4,32,36.8866982378,34.3500000000
555,20170319,4,32,36.9073073245,34.3500000000
555,20170320,4,32,36.9079770412,34.3700000000
555,20170321,4,32,37.0406419657,34.2500000000
555,20170322,4,32,36.6131733939,33.8800000000
555,20170323,4,32,36.5472158098,33.8800000000
555,20170324,4,32,36.7508806812,34.0100000000
555,20170325,4,32,36.7494907910,34.0100000000
555,20170326,4,32,36.7494907910,34.0100000000
555,20170326,10,68,38.9468628564,31.2200000000
555,20170327,4,32,38.0912015302,35.0500000000
555,20170328,4,32,38.9901792876,35.9700000000
555,20170329,4,32,38.6882354207,35.9700000000
555,20170330,4,32,38.4658655623,35.9000000000
555,20170331,4,32,38.3985966864,35.9000000000
555,20170402,4,32,38.2855741236,35.9000000000
555,20170403,4,32,38.2859824247,35.9000000000
555,20170404,4,32,38.2772058706,35.9000000000
555,20170405,4,32,38.2199510274,35.9000000000
555,20170406,4,32,36.0433286824,33.8400000000
555,20170407,4,32,35.8729182789,33.8400000000
555,20170408,4,32,35.8385359577,33.8400000000
555,20170409,4,32,35.8385359577,33.8400000000
555,20170410,4,32,35.8816668434,33.8400000000
555,20170411,4,32,35.9026046364,33.8400000000
555,20170412,4,32,38.1492774758,35.9700000000
555,20170413,4,32,38.2321992283,35.9700000000
555,20170414,4,32,38.2029631990,35.9700000000
555,20170415,4,32,38.1723539618,35.9700000000
555,20170416,4,32,38.1768105329,35.9700000000
555,20170417,4,32,38.3148700469,35.9700000000
555,20170418,4,32,38.5027081416,35.9700000000
555,20170419,4,32,37.9799710812,35.4600000000
555,20170420,4,32,37.8234582830,35.1900000000
555,20170421,4,32,37.4758827836,35.0600000000
555,20170422,4,32,37.6047107784,35.0600000000
555,20170423,4,32,37.6071309814,35.0600000000
555,20170424,4,32,38.0099899580,35.0500000000
555,20170425,4,32,37.5511812748,34.3000000000
555,20170426,4,32,36.1827079935,33.2700000000
555,20170427,4,32,35.9329628381,33.0400000000
555,20170428,4,32,36.0453646228,33.0700000000
555,20170429,4,32,36.0331893241,33.0700000000
555,20170429,10,68,40.3765717468,31.1800000000
555,20170430,4,32,36.0314226256,33.0700000000
555,20170430,10,68,40.3455600456,31.1500000000
555,20170501,4,32,36.0685597116,33.0700000000
555,20170502,4,32,37.4361883154,34.3200000000
555,20170502,10,68,40.2348973778,31.1400000000
555,20170504,4,32,37.5965420397,34.2700000000
555,20170504,10,68,40.2322232339,31.1500000000
555,20170505,4,32,37.6603752850,34.2700000000
555,20170506,4,32,37.6071760520,34.1900000000
555,20170507,4,32,37.6071760520,34.1900000000
555,20170507,10,68,40.3580167585,31.0900000000
555,20170508,4,32,37.0107150667,33.8500000000
555,20170508,10,68,40.1567978059,31.0400000000
555,20170509,4,32,37.1462135880,34.1500000000
555,20170509,10,68,40.2199223803,31.0900000000
555,20170510,4,32,36.2549584307,33.3600000000
555,20170510,10,68,38.8039230909,29.9900000000
555,20170511,4,32,36.2451108214,33.3600000000
555,20170512,4,32,37.0099457406,33.9000000000
555,20170513,4,32,37.0580904698,33.9000000000
555,20170514,4,32,37.0645732654,33.9000000000
555,20170515,4,32,37.2001764539,33.9000000000
555,20170515,10,68,38.7075949776,29.9800000000
555,20170516,4,32,35.6632590903,32.2000000000
555,20170517,4,32,35.6053352335,31.9800000000
555,20170518,4,32,34.6968062029,31.1900000000
555,20170520,4,32,35.2025463287,31.4100000000
555,20170521,4,32,35.2027435949,31.4100000000
555,20170522,4,32,34.4513838965,30.6700000000
555,20170523,4,32,34.1041368195,30.4700000000
555,20170524,4,32,34.3840822714,30.7600000000
555,20170525,4,32,34.3257128755,30.6000000000
555,20170526,4,32,34.2426714648,30.6400000000
555,20170527,4,32,34.2552311082,30.6300000000
555,20170528,4,32,34.3111488867,30.6800000000
555,20170529,4,32,34.3979519971,30.7700000000
555,20170530,4,32,34.5131952359,30.8900000000
555,20170531,4,32,34.1077607514,30.3600000000
555,20170601,4,32,33.7932503166,30.1500000000
555,20170602,4,32,28.4075543135,25.2100000000
555,20170603,4,32,26.9925635036,23.9200000000
555,20170603,10,68,38.6601094446,29.9900000000
555,20170604,4,32,26.9925635036,23.9200000000
555,20170605,4,32,26.0513374520,23.1500000000
555,20170606,4,32,26.9051725110,23.8700000000
555,20170607,4,32,35.9197829049,31.9000000000
555,20170608,4,32,24.7183453842,22.0500000000
555,20170609,4,32,37.7288761969,33.6900000000
555,20170610,4,32,37.7197942150,33.6900000000
555,20170611,4,32,37.7107166044,33.6900000000
555,20170612,4,32,37.9110294776,33.8500000000
555,20170613,4,32,37.7451474525,33.7000000000
555,20170614,4,32,37.8816901408,33.6200000000
555,20170615,4,32,37.4792370378,33.6200000000
555,20170615,10,68,39.9831649832,31.3500000000
555,20170616,4,32,37.6180459204,33.6200000000
555,20170617,4,32,37.6058433351,33.6200000000
555,20170618,4,32,37.6058433351,33.6200000000
555,20170619,4,32,37.6657499400,33.7600000000
555,20170620,4,32,37.6543896740,33.8400000000
555,20170621,4,32,37.7730717789,33.8900000000
555,20170622,4,32,37.1849208120,33.3400000000
555,20170623,4,32,38.0653828930,34.0000000000
555,20170624,4,32,35.6521203777,31.8500000000
555,20170625,4,32,35.6511227025,31.8500000000
555,20170626,4,32,35.6375598621,31.8500000000
555,20170627,4,32,36.0788305483,31.9000000000
555,20170628,4,32,38.1440072829,33.5200000000
555,20170629,4,32,36.4068652946,31.8500000000
555,20170630,4,32,36.3437191549,31.8500000000
555,20170701,4,32,38.3734151540,33.5800000000
555,20170702,4,32,38.3734151540,33.5800000000
555,20170703,4,32,36.1679053843,31.8500000000
555,20170704,4,32,36.1397934869,31.8500000000
555,20170705,4,32,38.7090190654,34.1400000000
555,20170706,4,32,39.0829656940,34.2400000000
555,20170707,4,32,39.1083122276,34.2800000000
555,20170708,4,32,39.0842340493,34.2800000000
555,20170709,4,32,39.0844568594,34.2800000000
555,20170710,4,32,38.8597345914,34.1000000000
555,20170711,4,32,39.0079240209,34.0900000000
